City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Mumbai,2019-05-25,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,2019-05-26,68,37.4,73.44,56.44,77.52,0.71,64.6
Mumbai,2019-05-27,86,47.3,92.88,71.38,98.04,0.9,81.7
Mumbai,2019-05-28,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,2019-05-29,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,2019-05-30,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2019-05-31,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,2019-06-01,79,43.45,85.32,65.57,90.06,0.83,75.05
Mumbai,2019-06-02,79,43.45,85.32,65.57,90.06,0.83,75.05
Mumbai,2019-06-03,78,42.9,84.24,64.74,88.92,0.82,74.1
Mumbai,2019-06-04,58,31.9,62.64,48.14,66.12,0.61,55.1
Mumbai,2019-06-05,59,32.45,63.72,48.97,67.26,0.62,56.05
Mumbai,2019-06-06,60,33,64.8,49.8,68.4,0.63,57
Mumbai,2019-06-07,70,38.5,75.6,58.1,79.8,0.74,66.5
Mumbai,2019-06-08,72,39.6,77.76,59.76,82.08,0.76,68.4
Mumbai,2019-06-09,87,47.85,93.96,72.21,99.18,0.91,82.65
Mumbai,2019-06-10,81,44.55,87.48,67.23,92.34,0.85,76.95
Mumbai,2019-06-11,62,34.1,66.96,51.46,70.68,0.65,58.9
Mumbai,2019-06-12,61,33.55,65.88,50.63,69.54,0.64,57.95
Mumbai,2019-06-13,52,28.6,56.16,43.16,59.28,0.55,49.4
Mumbai,2019-06-14,70,38.5,75.6,58.1,79.8,0.74,66.5
Mumbai,2019-06-15,51,28.05,55.08,42.33,58.14,0.54,48.45
Mumbai,2019-06-16,56,30.8,60.48,46.48,63.84,0.59,53.2
Mumbai,2019-06-17,59,32.45,63.72,48.97,67.26,0.62,56.05
Mumbai,2019-06-18,65,35.75,70.2,53.95,74.1,0.68,61.75
Mumbai,2019-06-19,51,28.05,55.08,42.33,58.14,0.54,48.45
Mumbai,2019-06-20,84,46.2,90.72,69.72,95.76,0.88,79.8
Mumbai,2019-06-21,79,43.45,85.32,65.57,90.06,0.83,75.05
Mumbai,2019-06-22,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,2019-06-23,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,2019-06-24,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,2019-06-25,60,33,64.8,49.8,68.4,0.63,57
Mumbai,2019-06-26,59,32.45,63.72,48.97,67.26,0.62,56.05
Mumbai,2019-06-27,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-06-28,42,23.1,45.36,34.86,47.88,0.44,39.9
Mumbai,2019-06-29,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-06-30,48,26.4,51.84,39.84,54.72,0.5,45.6
Mumbai,2019-07-01,42,23.1,45.36,34.86,47.88,0.44,39.9
Mumbai,2019-07-02,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-07-03,41,22.55,44.28,34.03,46.74,0.43,38.95
Mumbai,2019-07-04,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-07-05,55,30.25,59.4,45.65,62.7,0.58,52.25
Mumbai,2019-07-06,52,28.6,56.16,43.16,59.28,0.55,49.4
Mumbai,2019-07-07,63,34.65,68.04,52.29,71.82,0.66,59.85
Mumbai,2019-07-08,51,28.05,55.08,42.33,58.14,0.54,48.45
Mumbai,2019-07-09,53,29.15,57.24,43.99,60.42,0.56,50.35
Mumbai,2019-07-10,42,23.1,45.36,34.86,47.88,0.44,39.9
Mumbai,2019-07-11,52,28.6,56.16,43.16,59.28,0.55,49.4
Mumbai,2019-07-12,53,29.15,57.24,43.99,60.42,0.56,50.35
Mumbai,2019-07-13,55,30.25,59.4,45.65,62.7,0.58,52.25
Mumbai,2019-07-14,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-07-15,58,31.9,62.64,48.14,66.12,0.61,55.1
Mumbai,2019-07-16,58,31.9,62.64,48.14,66.12,0.61,55.1
Mumbai,2019-07-17,63,34.65,68.04,52.29,71.82,0.66,59.85
Mumbai,2019-07-18,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2019-07-19,77,42.35,83.16,63.91,87.78,0.81,73.15
Mumbai,2019-07-20,74,40.7,79.92,61.42,84.36,0.78,70.3
Mumbai,2019-07-21,57,31.35,61.56,47.31,64.98,0.6,54.15
Mumbai,2019-07-22,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-07-23,40,22,43.2,33.2,45.6,0.42,38
Mumbai,2019-07-24,34,18.7,36.72,28.22,38.76,0.36,32.3
Mumbai,2019-07-25,38,20.9,41.04,31.54,43.32,0.4,36.1
Mumbai,2019-07-26,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-07-27,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-07-28,56,30.8,60.48,46.48,63.84,0.59,53.2
Mumbai,2019-07-29,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2019-07-30,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-07-31,43,23.65,46.44,35.69,49.02,0.45,40.85
Mumbai,2019-08-01,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-08-02,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-08-03,37,20.35,39.96,30.71,42.18,0.39,35.15
Mumbai,2019-08-04,41,22.55,44.28,34.03,46.74,0.43,38.95
Mumbai,2019-08-05,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-08-06,51,28.05,55.08,42.33,58.14,0.54,48.45
Mumbai,2019-08-07,54,29.7,58.32,44.82,61.56,0.57,51.3
Mumbai,2019-08-08,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2019-08-09,72,39.6,77.76,59.76,82.08,0.76,68.4
Mumbai,2019-08-10,68,37.4,73.44,56.44,77.52,0.71,64.6
Mumbai,2019-08-11,70,38.5,75.6,58.1,79.8,0.74,66.5
Mumbai,2019-08-12,65,35.75,70.2,53.95,74.1,0.68,61.75
Mumbai,2019-08-13,56,30.8,60.48,46.48,63.84,0.59,53.2
Mumbai,2019-08-14,62,34.1,66.96,51.46,70.68,0.65,58.9
Mumbai,2019-08-15,61,33.55,65.88,50.63,69.54,0.64,57.95
Mumbai,2019-08-16,52,28.6,56.16,43.16,59.28,0.55,49.4
Mumbai,2019-08-17,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2019-08-18,60,33,64.8,49.8,68.4,0.63,57
Mumbai,2019-08-19,61,33.55,65.88,50.63,69.54,0.64,57.95
Mumbai,2019-08-20,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2019-08-21,60,33,64.8,49.8,68.4,0.63,57
Mumbai,2019-08-22,57,31.35,61.56,47.31,64.98,0.6,54.15
Mumbai,2019-08-23,59,32.45,63.72,48.97,67.26,0.62,56.05
Mumbai,2019-08-24,59,32.45,63.72,48.97,67.26,0.62,56.05
Mumbai,2019-08-25,56,30.8,60.48,46.48,63.84,0.59,53.2
Mumbai,2019-08-26,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2019-08-27,61,33.55,65.88,50.63,69.54,0.64,57.95
Mumbai,2019-08-28,45,24.75,48.6,37.35,51.3,0.47,42.75
Mumbai,2019-08-29,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-08-30,49,26.95,52.92,40.67,55.86,0.51,46.55
Mumbai,2019-08-31,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-09-01,43,23.65,46.44,35.69,49.02,0.45,40.85
Mumbai,2019-09-02,54,29.7,58.32,44.82,61.56,0.57,51.3
Mumbai,2019-09-03,39,21.45,42.12,32.37,44.46,0.41,37.05
Mumbai,2019-09-04,36,19.8,38.88,29.88,41.04,0.38,34.2
Mumbai,2019-09-05,36,19.8,38.88,29.88,41.04,0.38,34.2
Mumbai,2019-09-06,37,20.35,39.96,30.71,42.18,0.39,35.15
Mumbai,2019-09-07,41,22.55,44.28,34.03,46.74,0.43,38.95
Mumbai,2019-09-08,39,21.45,42.12,32.37,44.46,0.41,37.05
Mumbai,2019-09-09,45,24.75,48.6,37.35,51.3,0.47,42.75
Mumbai,2019-09-10,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-09-11,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-09-12,47,25.85,50.76,39.01,53.58,0.49,44.65
Mumbai,2019-09-13,39,21.45,42.12,32.37,44.46,0.41,37.05
Mumbai,2019-09-14,49,26.95,52.92,40.67,55.86,0.51,46.55
Mumbai,2019-09-15,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-09-16,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-09-17,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-09-18,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-09-19,66,36.3,71.28,54.78,75.24,0.69,62.7
Mumbai,2019-09-20,66,36.3,71.28,54.78,75.24,0.69,62.7
Mumbai,2019-09-21,40,22,43.2,33.2,45.6,0.42,38
Mumbai,2019-09-22,45,24.75,48.6,37.35,51.3,0.47,42.75
Mumbai,2019-09-23,58,31.9,62.64,48.14,66.12,0.61,55.1
Mumbai,2019-09-24,60,33,64.8,49.8,68.4,0.63,57
Mumbai,2019-09-25,44,24.2,47.52,36.52,50.16,0.46,41.8
Mumbai,2019-09-26,54,29.7,58.32,44.82,61.56,0.57,51.3
Mumbai,2019-09-27,32,17.6,34.56,26.56,36.48,0.34,30.4
Mumbai,2019-09-28,29,15.95,31.32,24.07,33.06,0.3,27.55
Mumbai,2019-09-29,33,18.15,35.64,27.39,37.62,0.35,31.35
Mumbai,2019-09-30,28,15.4,30.24,23.24,31.92,0.29,26.6
Mumbai,2019-10-01,37,20.35,39.96,30.71,42.18,0.39,35.15
Mumbai,2019-10-02,60,33,64.8,49.8,68.4,0.63,57
Mumbai,2019-10-03,55,30.25,59.4,45.65,62.7,0.58,52.25
Mumbai,2019-10-04,62,34.1,66.96,51.46,70.68,0.65,58.9
Mumbai,2019-10-05,82,45.1,88.56,68.06,93.48,0.86,77.9
Mumbai,2019-10-06,102,56.1,110.16,84.66,116.28,1.07,96.9
Mumbai,2019-10-07,91,50.05,98.28,75.53,103.74,0.96,86.45
Mumbai,2019-10-08,124,68.2,133.92,102.92,141.36,1.3,117.8
Mumbai,2019-10-09,64,35.2,69.12,53.12,72.96,0.67,60.8
Mumbai,2019-10-10,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,2019-10-11,106,58.3,114.48,87.98,120.84,1.11,100.7
Mumbai,2019-10-12,116,63.8,125.28,96.28,132.24,1.22,110.2
Mumbai,2019-10-13,109,59.95,117.72,90.47,124.26,1.14,103.55
Mumbai,2019-10-14,116,63.8,125.28,96.28,132.24,1.22,110.2
Mumbai,2019-10-15,106,58.3,114.48,87.98,120.84,1.11,100.7
Mumbai,2019-10-16,106,58.3,114.48,87.98,120.84,1.11,100.7
Mumbai,2019-10-17,146,80.3,157.68,121.18,166.44,1.53,138.7
Mumbai,2019-10-18,142,78.1,153.36,117.86,161.88,1.49,134.9
Mumbai,2019-10-19,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2019-10-20,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-10-21,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-10-22,56,30.8,60.48,46.48,63.84,0.59,53.2
Mumbai,2019-10-23,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2019-10-24,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,2019-10-25,62,34.1,66.96,51.46,70.68,0.65,58.9
Mumbai,2019-10-26,56,30.8,60.48,46.48,63.84,0.59,53.2
Mumbai,2019-10-27,92,50.6,99.36,76.36,104.88,0.97,87.4
Mumbai,2019-10-28,104,57.2,112.32,86.32,118.56,1.09,98.8
Mumbai,2019-10-29,112,61.6,120.96,92.96,127.68,1.18,106.4
Mumbai,2019-10-30,89,48.95,96.12,73.87,101.46,0.93,84.55
Mumbai,2019-10-31,76,41.8,82.08,63.08,86.64,0.8,72.2
Mumbai,2019-11-01,65,35.75,70.2,53.95,74.1,0.68,61.75
Mumbai,2019-11-02,43,23.65,46.44,35.69,49.02,0.45,40.85
Mumbai,2019-11-03,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2019-11-04,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,2019-11-05,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,2019-11-06,109,59.95,117.72,90.47,124.26,1.14,103.55
Mumbai,2019-11-07,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,2019-11-08,46,25.3,49.68,38.18,52.44,0.48,43.7
Mumbai,2019-11-09,75,41.25,81,62.25,85.5,0.79,71.25
Mumbai,2019-11-10,92,50.6,99.36,76.36,104.88,0.97,87.4
Mumbai,2019-11-11,109,59.95,117.72,90.47,124.26,1.14,103.55
Mumbai,2019-11-12,138,75.9,149.04,114.54,157.32,1.45,131.1
Mumbai,2019-11-13,132,72.6,142.56,109.56,150.48,1.39,125.4
Mumbai,2019-11-14,115,63.25,124.2,95.45,131.1,1.21,109.25
Mumbai,2019-11-15,139,76.45,150.12,115.37,158.46,1.46,132.05
Mumbai,2019-11-16,151,83.05,163.08,125.33,172.14,1.59,143.45
Mumbai,2019-11-17,145,79.75,156.6,120.35,165.3,1.52,137.75
Mumbai,2019-11-18,135,74.25,145.8,112.05,153.9,1.42,128.25
Mumbai,2019-11-19,192,105.6,207.36,159.36,218.88,2.02,182.4
Mumbai,2019-11-20,207,113.85,223.56,171.81,235.98,2.17,196.65
Mumbai,2019-11-21,202,111.1,218.16,167.66,230.28,2.12,191.9
Mumbai,2019-11-22,205,112.75,221.4,170.15,233.7,2.15,194.75
Mumbai,2019-11-23,180,99,194.4,149.4,205.2,1.89,171
Mumbai,2019-11-24,172,94.6,185.76,142.76,196.08,1.81,163.4
Mumbai,2019-11-25,205,112.75,221.4,170.15,233.7,2.15,194.75
Mumbai,2019-11-26,184,101.2,198.72,152.72,209.76,1.93,174.8
Mumbai,2019-11-27,171,94.05,184.68,141.93,194.94,1.8,162.45
Mumbai,2019-11-28,153,84.15,165.24,126.99,174.42,1.61,145.35
Mumbai,2019-11-29,163,89.65,176.04,135.29,185.82,1.71,154.85
Mumbai,2019-11-30,190,104.5,205.2,157.7,216.6,2,180.5
Mumbai,2019-12-01,211,116.05,227.88,175.13,240.54,2.22,200.45
Mumbai,2019-12-02,151,83.05,163.08,125.33,172.14,1.59,143.45
Mumbai,2019-12-03,104,57.2,112.32,86.32,118.56,1.09,98.8
Mumbai,2019-12-04,92,50.6,99.36,76.36,104.88,0.97,87.4
Mumbai,2019-12-05,112,61.6,120.96,92.96,127.68,1.18,106.4
Mumbai,2019-12-06,199,109.45,214.92,165.17,226.86,2.09,189.05
Mumbai,2019-12-07,145,79.75,156.6,120.35,165.3,1.52,137.75
Mumbai,2019-12-08,174,95.7,187.92,144.42,198.36,1.83,165.3
Mumbai,2019-12-09,206,113.3,222.48,170.98,234.84,2.16,195.7
Mumbai,2019-12-10,174,95.7,187.92,144.42,198.36,1.83,165.3
Mumbai,2019-12-11,206,113.3,222.48,170.98,234.84,2.16,195.7
Mumbai,2019-12-12,215,118.25,232.2,178.45,245.1,2.26,204.25
Mumbai,2019-12-13,185,101.75,199.8,153.55,210.9,1.94,175.75
Mumbai,2019-12-14,99,54.45,106.92,82.17,112.86,1.04,94.05
Mumbai,2019-12-15,133,73.15,143.64,110.39,151.62,1.4,126.35
Mumbai,2019-12-16,191,105.05,206.28,158.53,217.74,2.01,181.45
Mumbai,2019-12-17,175,96.25,189,145.25,199.5,1.84,166.25
Mumbai,2019-12-18,161,88.55,173.88,133.63,183.54,1.69,152.95
Mumbai,2019-12-19,166,91.3,179.28,137.78,189.24,1.74,157.7
Mumbai,2019-12-20,197,108.35,212.76,163.51,224.58,2.07,187.15
Mumbai,2019-12-21,203,111.65,219.24,168.49,231.42,2.13,192.85
Mumbai,2019-12-22,213,117.15,230.04,176.79,242.82,2.24,202.35
Mumbai,2019-12-23,212,116.6,228.96,175.96,241.68,2.23,201.4
Mumbai,2019-12-24,245,134.75,264.6,203.35,279.3,2.57,232.75
Mumbai,2019-12-25,280,154,302.4,232.4,319.2,2.94,266
Mumbai,2019-12-26,244,134.2,263.52,202.52,278.16,2.56,231.8
Mumbai,2019-12-27,183,100.65,197.64,151.89,208.62,1.92,173.85
Mumbai,2019-12-28,162,89.1,174.96,134.46,184.68,1.7,153.9
Mumbai,2019-12-29,153,84.15,165.24,126.99,174.42,1.61,145.35
Mumbai,2019-12-30,197,108.35,212.76,163.51,224.58,2.07,187.15
Mumbai,2019-12-31,147,80.85,158.76,122.01,167.58,1.54,139.65
Mumbai,2020-01-01,198,108.9,213.84,164.34,225.72,2.08,188.1
Mumbai,2020-01-02,243,133.65,262.44,201.69,277.02,2.55,230.85
Mumbai,2020-01-03,201,110.55,217.08,166.83,229.14,2.11,190.95
Mumbai,2020-01-04,221,121.55,238.68,183.43,251.94,2.32,209.95
Mumbai,2020-01-05,211,116.05,227.88,175.13,240.54,2.22,200.45
Mumbai,2020-01-06,137,75.35,147.96,113.71,156.18,1.44,130.15
Mumbai,2020-01-07,189,103.95,204.12,156.87,215.46,1.98,179.55
Mumbai,2020-01-08,152,83.6,164.16,126.16,173.28,1.6,144.4
Mumbai,2020-01-09,124,68.2,133.92,102.92,141.36,1.3,117.8
Mumbai,2020-01-10,125,68.75,135,103.75,142.5,1.31,118.75
Mumbai,2020-01-11,155,85.25,167.4,128.65,176.7,1.63,147.25
Mumbai,2020-01-12,217,119.35,234.36,180.11,247.38,2.28,206.15
Mumbai,2020-01-13,163,89.65,176.04,135.29,185.82,1.71,154.85
Mumbai,2020-01-14,84,46.2,90.72,69.72,95.76,0.88,79.8
Mumbai,2020-01-15,96,52.8,103.68,79.68,109.44,1.01,91.2
Mumbai,2020-01-16,81,44.55,87.48,67.23,92.34,0.85,76.95
Mumbai,2020-01-17,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,2020-01-18,188,103.4,203.04,156.04,214.32,1.97,178.6
Mumbai,2020-01-19,210,115.5,226.8,174.3,239.4,2.21,199.5
Mumbai,2020-01-20,193,106.15,208.44,160.19,220.02,2.03,183.35
Mumbai,2020-01-21,229,125.95,247.32,190.07,261.06,2.4,217.55
Mumbai,2020-01-22,174,95.7,187.92,144.42,198.36,1.83,165.3
Mumbai,2020-01-23,195,107.25,210.6,161.85,222.3,2.05,185.25
Mumbai,2020-01-24,171,94.05,184.68,141.93,194.94,1.8,162.45
Mumbai,2020-01-25,188,103.4,203.04,156.04,214.32,1.97,178.6
Mumbai,2020-01-26,250,137.5,270,207.5,285,2.63,237.5
Mumbai,2020-01-27,148,81.4,159.84,122.84,168.72,1.55,140.6
Mumbai,2020-01-28,82,45.1,88.56,68.06,93.48,0.86,77.9
Mumbai,2020-01-29,82,45.1,88.56,68.06,93.48,0.86,77.9
Mumbai,2020-01-30,127,69.85,137.16,105.41,144.78,1.33,120.65
Mumbai,2020-01-31,146,80.3,157.68,121.18,166.44,1.53,138.7
Mumbai,2020-02-01,164,90.2,177.12,136.12,186.96,1.72,155.8
Mumbai,2020-02-02,179,98.45,193.32,148.57,204.06,1.88,170.05
Mumbai,2020-02-03,188,103.4,203.04,156.04,214.32,1.97,178.6
Mumbai,2020-02-04,176,96.8,190.08,146.08,200.64,1.85,167.2
Mumbai,2020-02-05,137,75.35,147.96,113.71,156.18,1.44,130.15
Mumbai,2020-02-06,123,67.65,132.84,102.09,140.22,1.29,116.85
Mumbai,2020-02-07,126,69.3,136.08,104.58,143.64,1.32,119.7
Mumbai,2020-02-08,135,74.25,145.8,112.05,153.9,1.42,128.25
Mumbai,2020-02-09,138,75.9,149.04,114.54,157.32,1.45,131.1
Mumbai,2020-02-10,134,73.7,144.72,111.22,152.76,1.41,127.3
Mumbai,2020-02-11,139,76.45,150.12,115.37,158.46,1.46,132.05
Mumbai,2020-02-12,133,73.15,143.64,110.39,151.62,1.4,126.35
Mumbai,2020-02-13,155,85.25,167.4,128.65,176.7,1.63,147.25
Mumbai,2020-02-14,136,74.8,146.88,112.88,155.04,1.43,129.2
Mumbai,2020-02-15,146,80.3,157.68,121.18,166.44,1.53,138.7
Mumbai,2020-02-16,150,82.5,162,124.5,171,1.58,142.5
Mumbai,2020-02-17,233,128.15,251.64,193.39,265.62,2.45,221.35
Mumbai,2020-02-18,202,111.1,218.16,167.66,230.28,2.12,191.9
Mumbai,2020-02-19,220,121,237.6,182.6,250.8,2.31,209
Mumbai,2020-02-20,155,85.25,167.4,128.65,176.7,1.63,147.25
Mumbai,2020-02-21,98,53.9,105.84,81.34,111.72,1.03,93.1
Mumbai,2020-02-22,123,67.65,132.84,102.09,140.22,1.29,116.85
Mumbai,2020-02-23,193,106.15,208.44,160.19,220.02,2.03,183.35
Mumbai,2020-02-24,170,93.5,183.6,141.1,193.8,1.79,161.5
Mumbai,2020-02-25,150,82.5,162,124.5,171,1.58,142.5
Mumbai,2020-02-26,131,72.05,141.48,108.73,149.34,1.38,124.45
Mumbai,2020-02-27,131,72.05,141.48,108.73,149.34,1.38,124.45
Mumbai,2020-02-28,172,94.6,185.76,142.76,196.08,1.81,163.4
Mumbai,2020-03-01,107,58.85,115.56,88.81,121.98,1.12,101.65
Mumbai,2020-03-02,122,67.1,131.76,101.26,139.08,1.28,115.9
Mumbai,2020-03-03,125,68.75,135,103.75,142.5,1.31,118.75
Mumbai,2020-03-04,117,64.35,126.36,97.11,133.38,1.23,111.15
Mumbai,2020-03-05,104,57.2,112.32,86.32,118.56,1.09,98.8
Mumbai,2020-03-06,101,55.55,109.08,83.83,115.14,1.06,95.95
Mumbai,2020-03-07,108,59.4,116.64,89.64,123.12,1.13,102.6
Mumbai,2020-03-08,119,65.45,128.52,98.77,135.66,1.25,113.05
Mumbai,2020-03-09,123,67.65,132.84,102.09,140.22,1.29,116.85
Mumbai,2020-03-10,130,71.5,140.4,107.9,148.2,1.37,123.5
Mumbai,2020-03-11,73,40.15,78.84,60.59,83.22,0.77,69.35
Mumbai,2020-03-12,79,43.45,85.32,65.57,90.06,0.83,75.05
Mumbai,2020-03-13,84,46.2,90.72,69.72,95.76,0.88,79.8
Mumbai,2020-03-14,112,61.6,120.96,92.96,127.68,1.18,106.4
Mumbai,2020-03-15,158,86.9,170.64,131.14,180.12,1.66,150.1
Mumbai,2020-03-16,153,84.15,165.24,126.99,174.42,1.61,145.35
Mumbai,2020-03-17,197,108.35,212.76,163.51,224.58,2.07,187.15
Mumbai,2020-03-18,146,80.3,157.68,121.18,166.44,1.53,138.7
Mumbai,2020-03-19,102,56.1,110.16,84.66,116.28,1.07,96.9
Mumbai,2020-03-20,82,45.1,88.56,68.06,93.48,0.86,77.9
Mumbai,2020-03-21,72,39.6,77.76,59.76,82.08,0.76,68.4
Mumbai,2020-03-22,54,29.7,58.32,44.82,61.56,0.57,51.3
Mumbai,2020-03-23,64,35.2,69.12,53.12,72.96,0.67,60.8
Mumbai,2020-03-24,81,44.55,87.48,67.23,92.34,0.85,76.95
Mumbai,2020-03-25,87,47.85,93.96,72.21,99.18,0.91,82.65
Mumbai,2020-03-26,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2020-03-27,66,36.3,71.28,54.78,75.24,0.69,62.7
Mumbai,2020-03-28,72,39.6,77.76,59.76,82.08,0.76,68.4
Mumbai,2020-03-29,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,2020-03-30,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,2020-03-31,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2020-04-01,57,31.35,61.56,47.31,64.98,0.6,54.15
Mumbai,2020-04-02,72,39.6,77.76,59.76,82.08,0.76,68.4
Mumbai,2020-04-03,85,46.75,91.8,70.55,96.9,0.89,80.75
Mumbai,2020-04-04,81,44.55,87.48,67.23,92.34,0.85,76.95
Mumbai,2020-04-05,77,42.35,83.16,63.91,87.78,0.81,73.15
Mumbai,2020-04-06,58,31.9,62.64,48.14,66.12,0.61,55.1
Mumbai,2020-04-07,64,35.2,69.12,53.12,72.96,0.67,60.8
Mumbai,2020-04-08,97,53.35,104.76,80.51,110.58,1.02,92.15
Mumbai,2020-04-09,94,51.7,101.52,78.02,107.16,0.99,89.3
Mumbai,2020-04-10,83,45.65,89.64,68.89,94.62,0.87,78.85
Mumbai,2020-04-11,77,42.35,83.16,63.91,87.78,0.81,73.15
Mumbai,2020-04-12,87,47.85,93.96,72.21,99.18,0.91,82.65
Mumbai,2020-04-13,76,41.8,82.08,63.08,86.64,0.8,72.2
Mumbai,2020-04-14,81,44.55,87.48,67.23,92.34,0.85,76.95
Mumbai,2020-04-15,81,44.55,87.48,67.23,92.34,0.85,76.95
Mumbai,2020-04-16,65,35.75,70.2,53.95,74.1,0.68,61.75
Mumbai,2020-04-17,65,35.75,70.2,53.95,74.1,0.68,61.75
Mumbai,2020-04-18,68,37.4,73.44,56.44,77.52,0.71,64.6
Mumbai,2020-04-19,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2020-04-20,82,45.1,88.56,68.06,93.48,0.86,77.9
Mumbai,2020-04-21,65,35.75,70.2,53.95,74.1,0.68,61.75
Mumbai,2020-04-22,51,28.05,55.08,42.33,58.14,0.54,48.45
Mumbai,2020-04-23,63,34.65,68.04,52.29,71.82,0.66,59.85
Mumbai,2020-04-24,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2020-04-25,48,26.4,51.84,39.84,54.72,0.5,45.6
Mumbai,2020-04-26,57,31.35,61.56,47.31,64.98,0.6,54.15
Mumbai,2020-04-27,52,28.6,56.16,43.16,59.28,0.55,49.4
Mumbai,2020-04-28,53,29.15,57.24,43.99,60.42,0.56,50.35
Mumbai,2020-04-29,81,44.55,87.48,67.23,92.34,0.85,76.95
Mumbai,2020-04-30,60,33,64.8,49.8,68.4,0.63,57
Mumbai,2020-05-01,51,28.05,55.08,42.33,58.14,0.54,48.45
Mumbai,2020-05-02,43,23.65,46.44,35.69,49.02,0.45,40.85
Mumbai,2020-05-03,40,22,43.2,33.2,45.6,0.42,38
Mumbai,2020-05-04,37,20.35,39.96,30.71,42.18,0.39,35.15
Mumbai,2020-05-05,38,20.9,41.04,31.54,43.32,0.4,36.1
Mumbai,2020-05-06,50,27.5,54,41.5,57,0.53,47.5
Mumbai,2020-05-07,55,30.25,59.4,45.65,62.7,0.58,52.25
Mumbai,2020-05-08,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2020-05-09,65,35.75,70.2,53.95,74.1,0.68,61.75
Mumbai,2020-05-10,64,35.2,69.12,53.12,72.96,0.67,60.8
Mumbai,2020-05-11,61,33.55,65.88,50.63,69.54,0.64,57.95
Mumbai,2020-05-12,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2020-05-13,67,36.85,72.36,55.61,76.38,0.7,63.65
Mumbai,2020-05-14,54,29.7,58.32,44.82,61.56,0.57,51.3
Mumbai,2020-05-15,70,38.5,75.6,58.1,79.8,0.74,66.5
Mumbai,2020-05-16,76,41.8,82.08,63.08,86.64,0.8,72.2
Mumbai,2020-05-17,120,66,129.6,99.6,136.8,1.26,114
Mumbai,2020-05-18,78,42.9,84.24,64.74,88.92,0.82,74.1
Mumbai,2020-05-19,74,40.7,79.92,61.42,84.36,0.78,70.3
Mumbai,2020-05-20,48,26.4,51.84,39.84,54.72,0.5,45.6
