City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,day,month,weekend,AQI_future
Mumbai,2022-05-10,75,41.25,81.0,62.25,85.5,0.79,71.25,10,5,0,67.0
Mumbai,2022-06-10,67,36.85,72.36,55.61,76.38,0.7,63.65,10,6,0,70.0
Mumbai,2022-07-10,70,38.5,75.6,58.1,79.8,0.74,66.5,10,7,1,67.0
Mumbai,2022-08-10,67,36.85,72.36,55.61,76.38,0.7,63.65,10,8,0,64.0
Mumbai,2022-09-10,64,35.2,69.12,53.12,72.96,0.67,60.8,10,9,1,72.0
Mumbai,2022-10-10,72,39.6,77.76,59.76,82.08,0.76,68.4,10,10,0,67.0
Mumbai,2022-11-10,67,36.85,72.36,55.61,76.38,0.7,63.65,10,11,0,74.0
Mumbai,2022-12-10,74,40.7,79.92,61.42,84.36,0.78,70.3,10,12,1,152.0
Mumbai,2022-01-11,152,83.6,164.16,126.16,173.28,1.6,144.4,11,1,0,169.0
Mumbai,2022-02-11,169,92.95,182.52,140.27,192.66,1.77,160.55,11,2,0,141.0
Mumbai,2022-03-11,141,77.55,152.28,117.03,160.74,1.48,133.95,11,3,0,145.0
Mumbai,2022-04-11,145,79.75,156.6,120.35,165.3,1.52,137.75,11,4,0,159.0
Mumbai,2022-05-11,159,87.45,171.72,131.97,181.26,1.67,151.05,11,5,0,158.0
Mumbai,2022-06-11,158,86.9,170.64,131.14,180.12,1.66,150.1,11,6,1,146.0
Mumbai,2022-07-11,146,80.3,157.68,121.18,166.44,1.53,138.7,11,7,0,168.0
Mumbai,2022-08-11,168,92.4,181.44,139.44,191.52,1.76,159.6,11,8,0,192.0
Mumbai,2022-09-11,192,105.6,207.36,159.36,218.88,2.02,182.4,11,9,1,179.0
Mumbai,2022-10-11,179,98.45,193.32,148.57,204.06,1.88,170.05,11,10,0,158.0
Mumbai,2022-11-11,158,86.9,170.64,131.14,180.12,1.66,150.1,11,11,0,156.0
Mumbai,2022-12-11,156,85.8,168.48,129.48,177.84,1.64,148.2,11,12,1,213.0
Mumbai,2022-01-12,213,117.15,230.04,176.79,242.82,2.24,202.35,12,1,0,216.0
Mumbai,2022-02-12,216,118.8,233.28,179.28,246.24,2.27,205.2,12,2,1,219.0
Mumbai,2022-03-12,219,120.45,236.52,181.77,249.66,2.3,208.05,12,3,1,249.0
Mumbai,2022-04-12,249,136.95,268.92,206.67,283.86,2.61,236.55,12,4,0,272.0
Mumbai,2022-05-12,272,149.6,293.76,225.76,310.08,2.86,258.4,12,5,0,275.0
Mumbai,2022-06-12,275,151.25,297.0,228.25,313.5,2.89,261.25,12,6,1,271.0
Mumbai,2022-07-12,271,149.05,292.68,224.93,308.94,2.85,257.45,12,7,0,255.0
Mumbai,2022-08-12,255,140.25,275.4,211.65,290.7,2.68,242.25,12,8,0,190.0
Mumbai,2022-09-12,190,104.5,205.2,157.7,216.6,2.0,180.5,12,9,0,170.0
Mumbai,2022-10-12,170,93.5,183.6,141.1,193.8,1.79,161.5,12,10,0,198.0
Mumbai,2022-11-12,198,108.9,213.84,164.34,225.72,2.08,188.1,12,11,1,168.0
Mumbai,2022-12-12,168,92.4,181.44,139.44,191.52,1.76,159.6,12,12,0,147.0
Mumbai,2023-01-01,147,80.85,158.76,122.01,167.58,1.54,139.65,1,1,1,188.0
Mumbai,2023-02-01,188,103.4,203.04,156.04,214.32,1.97,178.6,1,2,0,214.0
Mumbai,2023-03-01,214,117.7,231.12,177.62,243.96,2.25,203.3,1,3,0,204.0
Mumbai,2023-04-01,204,112.2,220.32,169.32,232.56,2.14,193.8,1,4,1,223.0
Mumbai,2023-05-01,223,122.65,240.84,185.09,254.22,2.34,211.85,1,5,0,255.0
Mumbai,2023-06-01,255,140.25,275.4,211.65,290.7,2.68,242.25,1,6,0,204.0
Mumbai,2023-07-01,204,112.2,220.32,169.32,232.56,2.14,193.8,1,7,1,198.0
Mumbai,2023-08-01,198,108.9,213.84,164.34,225.72,2.08,188.1,1,8,0,137.0
Mumbai,2023-09-01,137,75.35,147.96,113.71,156.18,1.44,130.15,1,9,0,158.0
Mumbai,2023-10-01,158,86.9,170.64,131.14,180.12,1.66,150.1,1,10,1,213.0
Mumbai,2023-11-01,213,117.15,230.04,176.79,242.82,2.24,202.35,1,11,0,196.0
Mumbai,2023-12-01,196,107.8,211.68,162.68,223.44,2.06,186.2,1,12,0,227.0
Mumbai,2023-01-02,227,124.85,245.16,188.41,258.78,2.38,215.65,2,1,0,180.0
Mumbai,2023-02-02,180,99.0,194.4,149.4,205.2,1.89,171.0,2,2,0,198.0
Mumbai,2023-03-02,198,108.9,213.84,164.34,225.72,2.08,188.1,2,3,0,201.0
Mumbai,2023-04-02,201,110.55,217.08,166.83,229.14,2.11,190.95,2,4,1,226.0
Mumbai,2023-05-02,226,124.3,244.08,187.58,257.64,2.37,214.7,2,5,0,185.0
Mumbai,2023-06-02,185,101.75,199.8,153.55,210.9,1.94,175.75,2,6,0,177.0
Mumbai,2023-07-02,177,97.35,191.16,146.91,201.78,1.86,168.15,2,7,1,233.0
Mumbai,2023-08-02,233,128.15,251.64,193.39,265.62,2.45,221.35,2,8,0,236.0
Mumbai,2023-09-02,236,129.8,254.88,195.88,269.04,2.48,224.2,2,9,1,200.0
Mumbai,2023-10-02,200,110.0,216.0,166.0,228.0,2.1,190.0,2,10,0,172.0
Mumbai,2023-11-02,172,94.6,185.76,142.76,196.08,1.81,163.4,2,11,0,165.0
Mumbai,2023-12-02,165,90.75,178.2,136.95,188.1,1.73,156.75,2,12,1,174.0
Mumbai,2023-01-03,174,95.7,187.92,144.42,198.36,1.83,165.3,3,1,0,205.0
Mumbai,2023-02-03,205,112.75,221.4,170.15,233.7,2.15,194.75,3,2,0,262.0
Mumbai,2023-03-03,262,144.1,282.96,217.46,298.68,2.75,248.9,3,3,0,281.0
Mumbai,2023-04-03,281,154.55,303.48,233.23,320.34,2.95,266.95,3,4,0,260.0
Mumbai,2023-05-03,260,143.0,280.8,215.8,296.4,2.73,247.0,3,5,0,246.0
Mumbai,2023-06-03,246,135.3,265.68,204.18,280.44,2.58,233.7,3,6,1,139.0
Mumbai,2023-07-03,139,76.45,150.12,115.37,158.46,1.46,132.05,3,7,0,136.0
Mumbai,2023-08-03,136,74.8,146.88,112.88,155.04,1.43,129.2,3,8,0,156.0
Mumbai,2023-09-03,156,85.8,168.48,129.48,177.84,1.64,148.2,3,9,1,145.0
Mumbai,2023-10-03,145,79.75,156.6,120.35,165.3,1.52,137.75,3,10,0,163.0
Mumbai,2023-11-03,163,89.65,176.04,135.29,185.82,1.71,154.85,3,11,0,186.0
Mumbai,2023-12-03,186,102.3,200.88,154.38,212.04,1.95,176.7,3,12,1,108.0
Mumbai,2023-01-04,108,59.4,116.64,89.64,123.12,1.13,102.6,4,1,0,93.0
Mumbai,2023-02-04,93,51.15,100.44,77.19,106.02,0.98,88.35,4,2,1,86.0
Mumbai,2023-03-04,86,47.3,92.88,71.38,98.04,0.9,81.7,4,3,1,86.0
Mumbai,2023-04-04,86,47.3,92.88,71.38,98.04,0.9,81.7,4,4,0,87.0
Mumbai,2023-05-04,87,47.85,93.96,72.21,99.18,0.91,82.65,4,5,0,99.0
Mumbai,2023-06-04,99,54.45,106.92,82.17,112.86,1.04,94.05,4,6,1,149.0
Mumbai,2023-07-04,149,81.95,160.92,123.67,169.86,1.56,141.55,4,7,0,182.0
Mumbai,2023-08-04,182,100.1,196.56,151.06,207.48,1.91,172.9,4,8,0,156.0
Mumbai,2023-09-04,156,85.8,168.48,129.48,177.84,1.64,148.2,4,9,0,132.0
Mumbai,2023-10-04,132,72.6,142.56,109.56,150.48,1.39,125.4,4,10,0,112.0
Mumbai,2023-11-04,112,61.6,120.96,92.96,127.68,1.18,106.4,4,11,1,134.0
Mumbai,2023-12-04,134,73.7,144.72,111.22,152.76,1.41,127.3,4,12,0,74.0
Mumbai,2023-01-05,74,40.7,79.92,61.42,84.36,0.78,70.3,5,1,0,78.0
Mumbai,2023-02-05,78,42.9,84.24,64.74,88.92,0.82,74.1,5,2,1,80.0
Mumbai,2023-03-05,80,44.0,86.4,66.4,91.2,0.84,76.0,5,3,1,76.0
Mumbai,2023-04-05,76,41.8,82.08,63.08,86.64,0.8,72.2,5,4,0,75.0
Mumbai,2023-05-05,75,41.25,81.0,62.25,85.5,0.79,71.25,5,5,0,74.0
Mumbai,2023-06-05,74,40.7,79.92,61.42,84.36,0.78,70.3,5,6,0,84.0
Mumbai,2023-07-05,84,46.2,90.72,69.72,95.76,0.88,79.8,5,7,0,82.0
Mumbai,2023-08-05,82,45.1,88.56,68.06,93.48,0.86,77.9,5,8,1,91.0
Mumbai,2023-09-05,91,50.05,98.28,75.53,103.74,0.96,86.45,5,9,0,112.0
Mumbai,2023-10-05,112,61.6,120.96,92.96,127.68,1.18,106.4,5,10,0,121.0
Mumbai,2023-11-05,121,66.55,130.68,100.43,137.94,1.27,114.95,5,11,1,120.0
Mumbai,2023-12-05,120,66.0,129.6,99.6,136.8,1.26,114.0,5,12,0,89.0
Mumbai,2023-01-06,89,48.95,96.12,73.87,101.46,0.93,84.55,6,1,0,84.0
Mumbai,2023-02-06,84,46.2,90.72,69.72,95.76,0.88,79.8,6,2,0,74.0
Mumbai,2023-03-06,74,40.7,79.92,61.42,84.36,0.78,70.3,6,3,0,72.0
Mumbai,2023-04-06,72,39.6,77.76,59.76,82.08,0.76,68.4,6,4,0,73.0
Mumbai,2023-05-06,73,40.15,78.84,60.59,83.22,0.77,69.35,6,5,1,81.0
Mumbai,2023-06-06,81,44.55,87.48,67.23,92.34,0.85,76.95,6,6,0,87.0
Mumbai,2023-07-06,87,47.85,93.96,72.21,99.18,0.91,82.65,6,7,0,89.0
Mumbai,2023-08-06,89,48.95,96.12,73.87,101.46,0.93,84.55,6,8,1,81.0
Mumbai,2023-09-06,81,44.55,87.48,67.23,92.34,0.85,76.95,6,9,0,85.0
Mumbai,2023-10-06,85,46.75,91.8,70.55,96.9,0.89,80.75,6,10,0,85.0
Mumbai,2023-11-06,85,46.75,91.8,70.55,96.9,0.89,80.75,6,11,0,90.0
Mumbai,2023-12-06,90,49.5,97.2,74.7,102.6,0.95,85.5,6,12,0,67.0
Mumbai,2023-01-07,67,36.85,72.36,55.61,76.38,0.7,63.65,7,1,1,54.0
Mumbai,2023-02-07,54,29.7,58.32,44.82,61.56,0.57,51.3,7,2,0,62.0
Mumbai,2023-03-07,62,34.1,66.96,51.46,70.68,0.65,58.9,7,3,0,65.0
Mumbai,2023-04-07,65,35.75,70.2,53.95,74.1,0.68,61.75,7,4,0,65.0
Mumbai,2023-05-07,65,35.75,70.2,53.95,74.1,0.68,61.75,7,5,1,51.0
Mumbai,2023-06-07,51,28.05,55.08,42.33,58.14,0.54,48.45,7,6,0,54.0
Mumbai,2023-07-07,54,29.7,58.32,44.82,61.56,0.57,51.3,7,7,0,91.0
Mumbai,2023-08-07,91,50.05,98.28,75.53,103.74,0.96,86.45,7,8,0,70.0
Mumbai,2023-09-07,70,38.5,75.6,58.1,79.8,0.74,66.5,7,9,0,65.0
Mumbai,2023-10-07,65,35.75,70.2,53.95,74.1,0.68,61.75,7,10,1,73.0
Mumbai,2023-11-07,73,40.15,78.84,60.59,83.22,0.77,69.35,7,11,0,77.0
Mumbai,2023-12-07,77,42.35,83.16,63.91,87.78,0.81,73.15,7,12,0,54.0
Mumbai,2023-01-08,54,29.7,58.32,44.82,61.56,0.57,51.3,8,1,1,58.0
Mumbai,2023-02-08,58,31.9,62.64,48.14,66.12,0.61,55.1,8,2,0,62.0
Mumbai,2023-03-08,62,34.1,66.96,51.46,70.68,0.65,58.9,8,3,0,73.0
Mumbai,2023-04-08,73,40.15,78.84,60.59,83.22,0.77,69.35,8,4,1,62.0
Mumbai,2023-05-08,62,34.1,66.96,51.46,70.68,0.65,58.9,8,5,0,68.0
Mumbai,2023-06-08,68,37.4,73.44,56.44,77.52,0.71,64.6,8,6,0,70.0
Mumbai,2023-07-08,70,38.5,75.6,58.1,79.8,0.74,66.5,8,7,1,71.0
Mumbai,2023-08-08,71,39.05,76.68,58.93,80.94,0.75,67.45,8,8,0,78.0
Mumbai,2023-09-08,78,42.9,84.24,64.74,88.92,0.82,74.1,8,9,0,65.0
Mumbai,2023-10-08,65,35.75,70.2,53.95,74.1,0.68,61.75,8,10,1,61.0
Mumbai,2023-11-08,61,33.55,65.88,50.63,69.54,0.64,57.95,8,11,0,65.0
Mumbai,2023-12-08,65,35.75,70.2,53.95,74.1,0.68,61.75,8,12,0,84.0
Mumbai,2023-01-09,84,46.2,90.72,69.72,95.76,0.88,79.8,9,1,0,81.0
Mumbai,2023-02-09,81,44.55,87.48,67.23,92.34,0.85,76.95,9,2,0,80.0
Mumbai,2023-03-09,80,44.0,86.4,66.4,91.2,0.84,76.0,9,3,0,86.0
Mumbai,2023-04-09,86,47.3,92.88,71.38,98.04,0.9,81.7,9,4,1,81.0
Mumbai,2023-05-09,81,44.55,87.48,67.23,92.34,0.85,76.95,9,5,0,78.0
Mumbai,2023-06-09,78,42.9,84.24,64.74,88.92,0.82,74.1,9,6,0,71.0
Mumbai,2023-07-09,71,39.05,76.68,58.93,80.94,0.75,67.45,9,7,1,65.0
Mumbai,2023-08-09,65,35.75,70.2,53.95,74.1,0.68,61.75,9,8,0,61.0
Mumbai,2023-09-09,61,33.55,65.88,50.63,69.54,0.64,57.95,9,9,1,54.0
Mumbai,2023-10-09,54,29.7,58.32,44.82,61.56,0.57,51.3,9,10,0,54.0
Mumbai,2023-11-09,54,29.7,58.32,44.82,61.56,0.57,51.3,9,11,0,59.0
Mumbai,2023-12-09,59,32.45,63.72,48.97,67.26,0.62,56.05,9,12,1,87.0
Mumbai,2023-01-10,87,47.85,93.96,72.21,99.18,0.91,82.65,10,1,0,97.0
Mumbai,2023-02-10,97,53.35,104.76,80.51,110.58,1.02,92.15,10,2,0,116.0
Mumbai,2023-03-10,116,63.8,125.28,96.28,132.24,1.22,110.2,10,3,0,121.0
Mumbai,2023-04-10,121,66.55,130.68,100.43,137.94,1.27,114.95,10,4,0,120.0
Mumbai,2023-05-10,120,66.0,129.6,99.6,136.8,1.26,114.0,10,5,0,131.0
Mumbai,2023-06-10,131,72.05,141.48,108.73,149.34,1.38,124.45,10,6,1,120.0
Mumbai,2023-07-10,120,66.0,129.6,99.6,136.8,1.26,114.0,10,7,0,110.0
Mumbai,2023-08-10,110,60.5,118.8,91.3,125.4,1.16,104.5,10,8,0,144.0
Mumbai,2023-09-10,144,79.2,155.52,119.52,164.16,1.51,136.8,10,9,1,109.0
Mumbai,2023-10-10,109,59.95,117.72,90.47,124.26,1.14,103.55,10,10,0,88.0
Mumbai,2023-11-10,88,48.4,95.04,73.04,100.32,0.92,83.6,10,11,0,100.0
Mumbai,2023-12-10,100,55.0,108.0,83.0,114.0,1.05,95.0,10,12,1,175.0
Mumbai,2023-01-11,175,96.25,189.0,145.25,199.5,1.84,166.25,11,1,0,169.0
Mumbai,2023-02-11,169,92.95,182.52,140.27,192.66,1.77,160.55,11,2,1,178.0
Mumbai,2023-03-11,178,97.9,192.24,147.74,202.92,1.87,169.1,11,3,1,180.0
Mumbai,2023-04-11,180,99.0,194.4,149.4,205.2,1.89,171.0,11,4,0,198.0
Mumbai,2023-05-11,198,108.9,213.84,164.34,225.72,2.08,188.1,11,5,0,198.0
Mumbai,2023-06-11,198,108.9,213.84,164.34,225.72,2.08,188.1,11,6,1,186.0
Mumbai,2023-07-11,186,102.3,200.88,154.38,212.04,1.95,176.7,11,7,0,131.0
Mumbai,2023-08-11,131,72.05,141.48,108.73,149.34,1.38,124.45,11,8,0,111.0
Mumbai,2023-09-11,111,61.05,119.88,92.13,126.54,1.17,105.45,11,9,0,87.0
Mumbai,2023-10-11,87,47.85,93.96,72.21,99.18,0.91,82.65,11,10,0,90.0
Mumbai,2023-11-11,90,49.5,97.2,74.7,102.6,0.95,85.5,11,11,1,154.0
Mumbai,2023-12-11,154,84.7,166.32,127.82,175.56,1.62,146.3,11,12,0,127.0
Mumbai,2023-01-12,127,69.85,137.16,105.41,144.78,1.33,120.65,12,1,0,138.0
Mumbai,2023-02-12,138,75.9,149.04,114.54,157.32,1.45,131.1,12,2,1,144.0
Mumbai,2023-03-12,144,79.2,155.52,119.52,164.16,1.51,136.8,12,3,1,128.0
Mumbai,2023-04-12,128,70.4,138.24,106.24,145.92,1.34,121.6,12,4,0,136.0
Mumbai,2023-05-12,136,74.8,146.88,112.88,155.04,1.43,129.2,12,5,0,154.0
Mumbai,2023-06-12,154,84.7,166.32,127.82,175.56,1.62,146.3,12,6,0,125.0
Mumbai,2023-07-12,125,68.75,135.0,103.75,142.5,1.31,118.75,12,7,0,117.0
Mumbai,2023-08-12,117,64.35,126.36,97.11,133.38,1.23,111.15,12,8,1,114.0
Mumbai,2023-09-12,114,62.7,123.12,94.62,129.96,1.2,108.3,12,9,0,114.0
Mumbai,2023-10-12,114,62.7,123.12,94.62,129.96,1.2,108.3,12,10,0,108.0
Mumbai,2023-11-12,108,59.4,116.64,89.64,123.12,1.13,102.6,12,11,1,114.0
Mumbai,2023-12-12,114,62.7,123.12,94.62,129.96,1.2,108.3,12,12,0,132.0
Mumbai,2024-01-01,132,72.6,142.56,109.56,150.48,1.39,125.4,1,1,0,133.0
Mumbai,2024-02-01,133,73.15,143.64,110.39,151.62,1.4,126.35,1,2,0,117.0
Mumbai,2024-03-01,117,64.35,126.36,97.11,133.38,1.23,111.15,1,3,0,129.0
Mumbai,2024-04-01,129,70.95,139.32,107.07,147.06,1.35,122.55,1,4,0,123.0
Mumbai,2024-05-01,123,67.65,132.84,102.09,140.22,1.29,116.85,1,5,0,128.0
Mumbai,2024-06-01,128,70.4,138.24,106.24,145.92,1.34,121.6,1,6,1,124.0
Mumbai,2024-07-01,124,68.2,133.92,102.92,141.36,1.3,117.8,1,7,0,97.0
Mumbai,2024-08-01,97,53.35,104.76,80.51,110.58,1.02,92.15,1,8,0,115.0
Mumbai,2024-09-01,115,63.25,124.2,95.45,131.1,1.21,109.25,1,9,1,82.0
Mumbai,2024-10-01,82,45.1,88.56,68.06,93.48,0.86,77.9,1,10,0,128.0
Mumbai,2024-11-01,128,70.4,138.24,106.24,145.92,1.34,121.6,1,11,0,146.0
Mumbai,2024-12-01,146,80.3,157.68,121.18,166.44,1.53,138.7,1,12,1,93.0
Mumbai,2024-01-02,93,51.15,100.44,77.19,106.02,0.98,88.35,2,1,0,63.0
Mumbai,2024-02-02,63,34.65,68.04,52.29,71.82,0.66,59.85,2,2,0,122.0
Mumbai,2024-03-02,122,67.1,131.76,101.26,139.08,1.28,115.9,2,3,1,158.0
Mumbai,2024-04-02,158,86.9,170.64,131.14,180.12,1.66,150.1,2,4,0,154.0
Mumbai,2024-05-02,154,84.7,166.32,127.82,175.56,1.62,146.3,2,5,0,127.0
Mumbai,2024-06-02,127,69.85,137.16,105.41,144.78,1.33,120.65,2,6,1,115.0
Mumbai,2024-07-02,115,63.25,124.2,95.45,131.1,1.21,109.25,2,7,0,131.0
Mumbai,2024-08-02,131,72.05,141.48,108.73,149.34,1.38,124.45,2,8,0,127.0
Mumbai,2024-09-02,127,69.85,137.16,105.41,144.78,1.33,120.65,2,9,0,120.0
Mumbai,2024-10-02,120,66.0,129.6,99.6,136.8,1.26,114.0,2,10,0,121.0
Mumbai,2024-11-02,121,66.55,130.68,100.43,137.94,1.27,114.95,2,11,1,128.0
Mumbai,2024-12-02,128,70.4,138.24,106.24,145.92,1.34,121.6,2,12,0,118.0
Mumbai,2024-01-03,118,64.9,127.44,97.94,134.52,1.24,112.1,3,1,0,71.0
Mumbai,2024-02-03,71,39.05,76.68,58.93,80.94,0.75,67.45,3,2,1,55.0
Mumbai,2024-03-03,55,30.25,59.4,45.65,62.7,0.58,52.25,3,3,1,72.0
Mumbai,2024-04-03,72,39.6,77.76,59.76,82.08,0.76,68.4,3,4,0,109.0
Mumbai,2024-05-03,109,59.95,117.72,90.47,124.26,1.14,103.55,3,5,0,119.0
Mumbai,2024-06-03,119,65.45,128.52,98.77,135.66,1.25,113.05,3,6,0,108.0
Mumbai,2024-07-03,108,59.4,116.64,89.64,123.12,1.13,102.6,3,7,0,124.0
Mumbai,2024-08-03,124,68.2,133.92,102.92,141.36,1.3,117.8,3,8,1,122.0
Mumbai,2024-09-03,122,67.1,131.76,101.26,139.08,1.28,115.9,3,9,0,113.0
Mumbai,2024-10-03,113,62.15,122.04,93.79,128.82,1.19,107.35,3,10,0,111.0
Mumbai,2024-11-03,111,61.05,119.88,92.13,126.54,1.17,105.45,3,11,1,111.0
Mumbai,2024-12-03,111,61.05,119.88,92.13,126.54,1.17,105.45,3,12,0,106.0
Mumbai,2024-01-04,106,58.3,114.48,87.98,120.84,1.11,100.7,4,1,0,160.0
Mumbai,2024-02-04,160,88.0,172.8,132.8,182.4,1.68,152.0,4,2,1,128.0
Mumbai,2024-03-04,128,70.4,138.24,106.24,145.92,1.34,121.6,4,3,0,89.0
Mumbai,2024-04-04,89,48.95,96.12,73.87,101.46,0.93,84.55,4,4,0,91.0
Mumbai,2024-05-04,91,50.05,98.28,75.53,103.74,0.96,86.45,4,5,1,131.0
Mumbai,2024-06-04,131,72.05,141.48,108.73,149.34,1.38,124.45,4,6,0,95.0
Mumbai,2024-07-04,95,52.25,102.6,78.85,108.3,1.0,90.25,4,7,0,74.0
Mumbai,2024-08-04,74,40.7,79.92,61.42,84.36,0.78,70.3,4,8,1,93.0
Mumbai,2024-09-04,93,51.15,100.44,77.19,106.02,0.98,88.35,4,9,0,88.0
Mumbai,2024-10-04,88,48.4,95.04,73.04,100.32,0.92,83.6,4,10,0,88.0
Mumbai,2024-11-04,88,48.4,95.04,73.04,100.32,0.92,83.6,4,11,0,79.0
Mumbai,2024-12-04,79,43.45,85.32,65.57,90.06,0.83,75.05,4,12,0,102.0
Mumbai,2024-01-05,102,56.1,110.16,84.66,116.28,1.07,96.9,5,1,0,92.0
Mumbai,2024-02-05,92,50.6,99.36,76.36,104.88,0.97,87.4,5,2,0,117.0
Mumbai,2024-03-05,117,64.35,126.36,97.11,133.38,1.23,111.15,5,3,0,89.0
Mumbai,2024-04-05,89,48.95,96.12,73.87,101.46,0.93,84.55,5,4,0,79.0
Mumbai,2024-05-05,79,43.45,85.32,65.57,90.06,0.83,75.05,5,5,1,68.0
Mumbai,2024-06-05,68,37.4,73.44,56.44,77.52,0.71,64.6,5,6,0,65.0
Mumbai,2024-07-05,65,35.75,70.2,53.95,74.1,0.68,61.75,5,7,0,77.0
Mumbai,2024-08-05,77,42.35,83.16,63.91,87.78,0.81,73.15,5,8,0,70.0
Mumbai,2024-09-05,70,38.5,75.6,58.1,79.8,0.74,66.5,5,9,0,67.0
Mumbai,2024-10-05,67,36.85,72.36,55.61,76.38,0.7,63.65,5,10,1,68.0
Mumbai,2024-11-05,68,37.4,73.44,56.44,77.52,0.71,64.6,5,11,0,77.0
Mumbai,2024-12-05,77,42.35,83.16,63.91,87.78,0.81,73.15,5,12,0,62.0
Mumbai,2024-01-06,62,34.1,66.96,51.46,70.68,0.65,58.9,6,1,1,50.0
Mumbai,2024-02-06,50,27.5,54.0,41.5,57.0,0.53,47.5,6,2,0,68.0
Mumbai,2024-03-06,68,37.4,73.44,56.44,77.52,0.71,64.6,6,3,0,82.0
Mumbai,2024-04-06,82,45.1,88.56,68.06,93.48,0.86,77.9,6,4,1,69.0
Mumbai,2024-05-06,69,37.95,74.52,57.27,78.66,0.72,65.55,6,5,0,59.0
Mumbai,2024-06-06,59,32.45,63.72,48.97,67.26,0.62,56.05,6,6,0,62.0
Mumbai,2024-07-06,62,34.1,66.96,51.46,70.68,0.65,58.9,6,7,1,57.0
Mumbai,2024-08-06,57,31.35,61.56,47.31,64.98,0.6,54.15,6,8,0,56.0
Mumbai,2024-09-06,56,30.8,60.48,46.48,63.84,0.59,53.2,6,9,0,48.0
Mumbai,2024-10-06,48,26.4,51.84,39.84,54.72,0.5,45.6,6,10,1,48.0
Mumbai,2024-11-06,48,26.4,51.84,39.84,54.72,0.5,45.6,6,11,0,52.0
Mumbai,2024-12-06,52,28.6,56.16,43.16,59.28,0.55,49.4,6,12,0,60.0
Mumbai,2024-01-07,60,33.0,64.8,49.8,68.4,0.63,57.0,7,1,1,54.0
Mumbai,2024-02-07,54,29.7,58.32,44.82,61.56,0.57,51.3,7,2,0,61.0
Mumbai,2024-03-07,61,33.55,65.88,50.63,69.54,0.64,57.95,7,3,0,59.0
Mumbai,2024-04-07,59,32.45,63.72,48.97,67.26,0.62,56.05,7,4,1,51.0
Mumbai,2024-05-07,51,28.05,55.08,42.33,58.14,0.54,48.45,7,5,0,56.0
Mumbai,2024-06-07,56,30.8,60.48,46.48,63.84,0.59,53.2,7,6,0,74.0
Mumbai,2024-07-07,74,40.7,79.92,61.42,84.36,0.78,70.3,7,7,1,47.0
Mumbai,2024-08-07,47,25.85,50.76,39.01,53.58,0.49,44.65,7,8,0,36.0
Mumbai,2024-09-07,36,19.8,38.88,29.88,41.04,0.38,34.2,7,9,1,42.0
Mumbai,2024-10-07,42,23.1,45.36,34.86,47.88,0.44,39.9,7,10,0,38.0
Mumbai,2024-11-07,38,20.9,41.04,31.54,43.32,0.4,36.1,7,11,0,36.0
Mumbai,2024-12-07,36,19.8,38.88,29.88,41.04,0.38,34.2,7,12,1,41.0
Mumbai,2024-01-08,41,22.55,44.28,34.03,46.74,0.43,38.95,8,1,0,32.0
Mumbai,2024-02-08,32,17.6,34.56,26.56,36.48,0.34,30.4,8,2,0,31.0
Mumbai,2024-03-08,31,17.05,33.48,25.73,35.34,0.33,29.45,8,3,0,36.0
Mumbai,2024-04-08,36,19.8,38.88,29.88,41.04,0.38,34.2,8,4,0,37.0
Mumbai,2024-05-08,37,20.35,39.96,30.71,42.18,0.39,35.15,8,5,0,35.0
Mumbai,2024-06-08,35,19.25,37.8,29.05,39.9,0.37,33.25,8,6,1,34.0
Mumbai,2024-07-08,34,18.7,36.72,28.22,38.76,0.36,32.3,8,7,0,38.0
Mumbai,2024-08-08,38,20.9,41.04,31.54,43.32,0.4,36.1,8,8,0,39.0
Mumbai,2024-09-08,39,21.45,42.12,32.37,44.46,0.41,37.05,8,9,1,37.0
Mumbai,2024-10-08,37,20.35,39.96,30.71,42.18,0.39,35.15,8,10,0,36.0
Mumbai,2024-11-08,36,19.8,38.88,29.88,41.04,0.38,34.2,8,11,0,42.0
Mumbai,2024-12-08,42,23.1,45.36,34.86,47.88,0.44,39.9,8,12,1,39.0
Mumbai,2024-01-09,39,21.45,42.12,32.37,44.46,0.41,37.05,9,1,0,45.0
Mumbai,2024-02-09,45,24.75,48.6,37.35,51.3,0.47,42.75,9,2,0,43.0
Mumbai,2024-03-09,43,23.65,46.44,35.69,49.02,0.45,40.85,9,3,1,46.0
Mumbai,2024-04-09,46,25.3,49.68,38.18,52.44,0.48,43.7,9,4,0,36.0
Mumbai,2024-05-09,36,19.8,38.88,29.88,41.04,0.38,34.2,9,5,0,40.0
Mumbai,2024-06-09,40,22.0,43.2,33.2,45.6,0.42,38.0,9,6,1,37.0
Mumbai,2024-07-09,37,20.35,39.96,30.71,42.18,0.39,35.15,9,7,0,34.0
Mumbai,2024-08-09,34,18.7,36.72,28.22,38.76,0.36,32.3,9,8,0,37.0
Mumbai,2024-09-09,37,20.35,39.96,30.71,42.18,0.39,35.15,9,9,0,31.0
Mumbai,2024-10-09,31,17.05,33.48,25.73,35.34,0.33,29.45,9,10,0,40.0
Mumbai,2024-11-09,40,22.0,43.2,33.2,45.6,0.42,38.0,9,11,1,43.0
Mumbai,2024-12-09,43,23.65,46.44,35.69,49.02,0.45,40.85,9,12,0,66.0
